,name,total_rating,cost_rank,abv,cask_type,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral
387,Temperance Trader Straight Bourbon,62,2,45.0,"new, charred American oak",30,0,70,50,20,60,60,50,0,0,30,50,40,20
388,Macallan Fine Oak 25 Year,57,5,43.0,European & American ex-sherry and American oak ex-bourbon,40,0,50,20,50,80,90,90,0,20,50,40,90,60
389,Balblair 1989 2nd Release,38,4,43.0,ex-bourbon,20,0,60,30,40,70,70,70,30,30,40,30,60,30
390,Girvan Patent Still Single Grain 30 Year,7,5,42.0,refill American oak,0,0,60,20,30,60,60,80,0,0,50,20,90,30
391,Auchroisk 20 Year,13,5,58.1,ex-bourbon & ex-sherry,30,30,50,40,40,60,60,80,20,20,60,30,80,10
392,Glenmorangie Signet,1053,5,46.0,,20,0,70,20,20,70,70,80,0,0,50,40,80,20
393,High West Rocky Mountain Rye 21 Year,82,5,46.0,used American Oak barrels,50,0,50,40,50,60,60,60,40,40,60,60,60,10
394,Weller 12 Year Bourbon,3517,2,45.0,"new, charred American oak",40,0,60,30,20,60,60,70,0,0,70,40,50,20
395,Green Spot Single Pot Still,2609,3,40.0,"ex-Bourbon, ex-Oloroso Sherry",30,0,50,20,50,80,80,70,0,10,70,30,80,40
396,Powers John's Lane Release 12 Year,514,3,46.0,primarily American Oak,30,0,70,30,30,70,70,70,0,0,70,30,70,30
397,Glenmorangie 18 Year,1604,4,43.0,"ex-Bourbon, ex-Oloroso Sherry",20,0,40,10,40,80,80,80,0,0,70,30,90,40
398,Nikka Taketsuru 21 Year Pure Malt,239,5,43.0,,40,40,60,40,50,70,70,60,30,30,40,20,70,20
399,The Glenrothes 1994,101,3,43.0,"ex-Bourbon, ex-Oloroso Sherry",10,0,50,10,10,70,70,70,10,10,70,30,70,30
400,Dewar's Signature,72,5,43.0,"ex-Bourbon, ex-Oloroso Sherry",20,0,40,30,10,90,90,80,10,10,80,40,70,40
401,Balvenie Portwood 21 Year,1078,5,40.0,"ex-Bourbon, Port Pipe",30,10,60,20,20,80,70,70,10,10,40,30,70,60
402,St. George Single Malt Lot 14,51,3,43.0,"Variety of American & French oak used from ex-bourbon, ex-port, ex-sherry, ex-apple brandy, ex-white wine",40,0,70,60,80,70,70,70,0,0,50,40,70,60
403,Kilchoman Machir Bay (2012 Edition),440,3,46.0,ex-bourbon & ex-sherry,83,79,76,81,80,81,77,62,80,73,52,63,67,68
404,Sullivans Cove French Oak Port Cask,92,5,47.5,French ex-port,68,86,63,40,69,89,87,82,71,74,77,43,80,56
405,Ardbeg Corryvreckan,1934,4,57.1,Ex-bourbon & virgin French Limousin oak,60,80,40,40,40,70,40,60,30,40,30,50,60,20
406,Ardbeg Uigeadail,3911,3,54.2,ex-bourbon and ex-oloroso sherry,50,70,30,20,60,70,70,60,40,40,30,30,70,40
407,Baker's Small Batch Bourbon,1718,2,53.5,"new, charred American oak",20,0,60,10,40,70,70,40,0,0,30,20,20,20
408,Noah's Mill Bourbon,3089,3,57.15,"new, charred American oak",50,0,80,10,50,70,80,20,20,30,40,40,20,0
409,Elijah Craig Barrel Proof Bourbon,2562,4,68.5,"new, charred American oak",70,0,90,40,100,100,100,30,0,0,20,40,40,30
410,Elijah Craig 12 Year,2499,2,47.0,"new, charred American oak",40,0,50,30,40,60,50,70,60,50,40,20,40,20
411,Johnnie Walker Gold Label 18 Year,505,4,40.0,,40,40,50,50,40,70,70,60,30,30,50,40,60,40
412,Elijah Craig Barrel Proof Bourbon Batch A123,11,3,62.8,"new, charred American oak",5,0,35,5,20,85,80,60,0,0,25,10,20,0
413,George Dickel 17 Year Reserve Cask Strength,6,5,46.0,"new, charred American oak",10,0,58,5,20,55,55,60,0,0,25,15,70,0
414,Teeling 32 Year Purple Muscat Finish,4,5,53.7,"ex-bourbon, finished in French oak purple muscat cask",0,0,50,30,10,80,80,40,0,0,60,40,80,20
415,Talisker 11 Year The Lustrous Creature of the Depths (2022 Special Release),7,4,55.1,"first-fill ex-bourbon, refill & wine seasoned casks",50,55,45,15,15,40,40,35,10,0,15,10,55,5
416,Lagavulin 12 Year The Flames of the Phoenix (2022 Special Release),7,4,57.3,American oak refill and virgin oak casks,55,55,65,15,20,55,55,25,10,0,15,10,50,5
417,Benriach Malting Season (Second Edition),2,5,48.9,first-fill bourbon casks,4,0,50,15,10,75,70,40,0,0,25,15,50,10
418,Maker's Mark Wood Finishing Series 2022 BRT-02,69,3,54.7,"new, charred American oak; finished with virgin toasted French oak staves",5,0,20,3,20,60,65,60,0,0,25,15,65,0
419,Redwood Empire Rocket Top Bottled in Bond Rye (Spring 2017 Vintage),9,4,50.0,"new, toasted and charred American oak (primarily level 3)",20,0,65,10,10,50,50,40,0,0,25,60,80,0
420,Woodinville Bourbon Moscatel Cask Finish,4,4,50.0,finished in Moscatel wine casks,10,0,50,30,20,80,90,60,0,20,70,40,80,20
421,Elijah Craig Barrel Proof Bourbon Batch C922,51,3,62.4,"new, charred American oak",10,0,55,10,20,50,50,60,0,8,20,55,50,0
422,Uncle Nearest Uncut/Unfiltered Straight Rye Whiskey,7,4,52.9,"new, charred American oak",5,0,55,15,20,50,50,55,0,3,20,25,40,0
423,Barrell Craft Spirits Gray Label Seagrass (2022 Release),34,5,65.41,"finished in Martinique rhum, Madeira wine, and apricot brandy barrels",10,0,50,20,0,90,60,50,0,0,80,30,90,0
424,Larceny Barrel Proof Bourbon Batch C921,94,2,61.3,"new, charred American oak ",10,0,40,5,5,85,80,65,0,0,25,20,30,0
425,Widow Jane The Vaults 15 Year Bourbon (2021 Release),14,5,49.5,"new, charred American oak ",20,0,40,50,10,80,90,60,0,20,90,20,10,0
426,Barrell Bourbon Batch 031,27,3,55.6,"new, charred American oak",20,0,50,30,0,80,90,70,0,0,90,40,20,10
427,Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength (2021 Edition),77,5,60.35,"new, charred American oak; finished in port wine barrels",20,0,50,40,10,80,90,60,0,0,70,40,70,10
428,Shizuoka Prologue K,1,4,55.5,First-fill bourbon casks,25,15,10,40,55,50,40,20,10,10,35,10,30,20
429,Thomas H. Handy Sazerac Rye (Fall 2021),50,4,64.75,"new, charred American oak",5,0,30,20,10,85,90,70,0,5,30,40,25,10
430,Barrell Craft Spirits Gray Label 15 Year Bourbon (2021 Release),10,5,50.2,"new, charred American oak ",10,0,35,10,10,70,70,75,0,0,20,40,50,0
431,Tullibardine Artisan,12,2,40.0,ex-bourbon ,5,0,20,4,15,70,80,70,0,8,25,15,80,5
432,Michter's US*1 Toasted Barrel Finish Bourbon (2021 Release),92,4,45.7,"new, charred American oak; finished in toasted barrels",5,0,40,10,15,70,70,80,0,0,15,10,20,0
433,M&H APEX White Wine Cask,5,4,61.2,chardonnay wine casks,0,0,30,70,40,80,70,60,0,0,70,40,80,30
434,Uncle Nearest Master Blend Edition,15,4,59.2,"new, charred American oak",10,0,50,10,5,40,40,60,0,0,20,35,25,0
435,Smooth Ambler Contradiction Rye,48,2,52.5,"new, charred American oak ",5,0,75,25,5,65,65,70,0,0,20,15,30,5
436,Bladnoch Vinaya,20,3,46.7,ex-bourbon and ex-sherry,3,0,10,0,15,40,45,60,0,0,25,15,50,8
437,Evan Williams 1783 Small Batch Bourbon,239,1,45.0,"new, charred American oak",5,0,25,5,10,65,60,70,0,3,15,10,20,0
438,Heaven's Door Redbreast Master Blenders' Edition,40,4,50.0,finished in Redbreast Single Pot Still Irish Whiskey casks,10,0,40,30,10,80,90,70,0,20,80,50,80,20
439,Larceny Barrel Proof Bourbon Batch A121,89,3,57.4,"new, charred American oak",15,0,30,5,20,60,60,65,0,5,40,20,60,0
440,Springbank 17 Year Madeira Wood,12,5,47.8,"bourbon, rum and Madeira casks",15,10,10,25,40,50,60,40,20,15,20,10,35,10
441,Bardstown Bourbon Co. Fusion Series #4,152,3,47.45,"new, charred American oak",30,0,20,10,15,65,65,70,0,10,25,15,40,0
442,Kilchoman Machir Bay Cask Strength (2020 Festive Edition),25,3,58.6,ex Buffalo Trace Bourbon Barrel and ex Sherry Casks,50,30,45,20,35,50,35,20,20,15,35,20,30,25
443,Jacob's Pardon 15 Year American Whiskey Single Barrel No. 37,0,5,69.75,used barrels,0,0,20,30,10,75,75,65,0,0,40,10,30,0
444,Eagle Rare 17 Year Bourbon (Fall 2020),46,4,50.5,"new, charred American oak",10,0,30,20,20,60,70,60,0,0,80,20,0,0
445,Parker's Heritage Heavy Char Bourbon 10 Year,101,4,60.0,"new, charred American oak (char #5)",65,0,45,25,35,60,60,65,0,0,35,40,40,0
446,Old Fitzgerald Bottled in Bond 14 Year (Fall 2020),87,4,50.0,"new, charred American oak",5,0,30,0,0,75,75,80,0,0,25,20,40,0
447,Laphroaig 10 Year Cask Strength (Batch 12),44,4,60.1,ex-bourbon,90,80,60,30,50,90,70,70,50,60,80,10,20,10
448,Bardstown Bourbon Co. Discovery Series #3,50,4,55.0,"new, charred American oak",10,0,60,30,30,90,80,50,0,0,70,30,40,20
449,George Dickel 15 Year Tennessee Single Barrel,274,3,52.3,"new, charred American oak",30,0,55,20,15,45,55,65,0,0,35,45,45,0
450,Macallan Double Cask 15 Year,152,4,43.0,American & European sherry seasoned oak casks,25,0,45,20,15,50,50,60,0,0,30,55,70,15
451,Old Forester Birthday Bourbon 2020,124,4,49.0,"new, charred American oak",25,0,65,20,20,45,45,50,0,0,35,40,35,0
452,Pittyvaich 30 Year (2020 Special Release),5,5,50.8,first-fill bourbon cask finish,0,0,20,40,30,35,50,20,0,0,20,30,35,10
453,Nikka Miyagikyo Apple Brandy Barrel Finish (2020 Release),9,5,47.0,finished in apple brandy casks,15,10,35,5,20,70,70,75,2,0,40,15,75,0
454,Balvenie The Edge of Burnhead Wood 19 Year,17,5,48.7,,30,0,50,60,40,70,80,50,0,0,60,40,80,80
455,Blood Oath Bourbon Pact No. 6,239,4,49.3,"new, charred American oak, cognac barrels",40,0,80,35,15,45,45,40,0,0,60,35,40,0
456,Starward Tawny,8,4,48.0,Tawny fortified wine octaves,0,0,20,30,40,40,45,35,0,0,20,35,50,20
457,"Booker's Bourbon Batch 2020-01 ""Granny's Batch""",236,4,63.2,"new, charred American oak",30,0,80,50,20,90,60,50,10,40,90,30,10,0
458,Paul John Select Cask PX,7,3,48.0,"ex-bourbon, finished in Pedro Ximenez sherry casks",10,0,25,5,15,60,60,70,0,5,30,15,65,0
459,Milam & Greene Port Finished Rye,64,2,47.0,finished in port wine casks,10,0,50,20,20,80,80,70,0,0,40,60,80,30
460,Angel's Envy Bourbon Finished in Tawny Port Wine Barrels (2020 Cellar Collection),83,5,55.8,"new, charred American oak; finished in tawny port wine barrels",5,0,35,20,55,75,75,80,5,5,65,20,50,20
461,Gooderham & Worts 49 Wellington,8,4,49.0,Red oak and other oak casks,35,0,40,20,20,45,50,45,0,0,30,25,45,20
462,WhistlePig The Boss Hog 六: The Samurai Scientist,93,5,60.0,finished in Japanese umeshu barrels,10,0,65,40,65,70,75,65,20,10,60,35,30,25
463,Forty Creek Victory,10,3,40.0,,40,0,45,25,30,45,50,35,0,0,50,25,45,25
464,Aberfeldy Exceptional Cask Series 24 Year Single Cask,2,5,53.9,sherry butt,15,5,55,30,55,60,65,55,20,15,45,20,15,20
465,Sazerac Rye 18 Year (Fall 2019),18,4,45.0,"new, charred American oak",20,0,40,30,20,45,45,60,0,0,40,55,60,0
466,Rabbit Hole Dareringer Straight Bourbon Finished in PX Sherry Casks,521,3,46.5,"new, charred American oak, finished in PX sherry casks",10,0,40,0,35,60,60,20,0,0,20,0,25,0
467,Glenfiddich Grand Cru 23 Year,87,5,40.0,American and European Oak; finished in French oak cuvée wine casks,5,0,25,30,50,65,65,75,15,10,55,20,35,25
468,Elijah Craig Barrel Proof Bourbon Batch B519,302,3,61.1,"new, charred American oak",10,0,65,25,75,70,75,75,10,5,60,10,25,15
469,Benriach 25 Year,18,5,46.8,refurbished American oak ex-bourbon hogsheads & French Burgundy barriques,5,5,15,0,40,60,60,20,20,25,5,0,60,20
470,Weller Full Proof Bourbon,881,2,57.0,"new, charred American oak",30,0,60,50,0,80,50,60,0,10,80,30,20,0
471,Tyrconnell 16 Year Oloroso & Moscatel Cask Finish,24,4,46.0,"ex-bourbon, finished in seasoned wine casks which held both oloroso sherry & Moscatel wine ",0,0,85,75,75,90,80,80,0,60,70,50,90,85
472,Bardstown Bourbon Co. Phifer Pavitt Reserve Finish,56,4,53.5,finished in French oak Napa Valley cabernet sauvignon wine barrels,10,0,60,20,50,65,70,60,15,10,60,20,30,25
473,GlenDronach Master Vintage 1993 25 Year,14,5,48.2,oloroso and Pedro Ximenez sherry casks,10,0,40,20,40,90,90,60,0,10,50,30,80,20
474,Belle Meade Cask Strength Single Barrel Bourbon 12 Year,46,4,53.25,"new, charred American oak",30,0,60,50,30,90,70,60,0,20,90,20,0,0
475,Compass Box Stranger & Stranger,23,5,46.0,"re-charred hogshead, re-charred barrels, sherry butt, refill hogshead ",10,10,40,40,50,60,80,70,0,0,90,10,80,40
476,MacNair's Lum Reek Peated 21 Year,9,5,46.0,"ex-oloroso sherry, virgin oak, ex-red wine",25,20,15,20,45,50,55,25,10,5,25,15,35,10
477,Garrison Brothers Cowboy Bourbon (2018 Release),42,5,66.95,"new, charred American oak",30,0,70,40,50,90,60,60,0,0,80,0,0,0
478,Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength (2018 Edition),130,5,62.0,"new, charred American oak; finished in port wine casks",15,5,65,10,70,75,70,60,10,10,55,15,25,10
479,Forty Creek Unity,18,3,43.0,,30,0,40,35,25,60,65,55,5,5,45,25,55,25
480,Benromach Cask No 1,0,5,60.1,First-fill sherry butt,15,5,35,30,55,55,60,35,5,0,25,35,40,20
481,WhistlePig The Boss Hog V: The Spirit of Mauve,106,5,58.4,"new, charred American oak, finished in calvados casks",15,0,45,10,5,55,40,15,0,5,15,0,40,0
482,Parker's Heritage Barrel Finished in Orange Curaçao Barrels,262,4,55.0,"new, charred American oak; finished in orange curaçao barrels",25,0,70,20,35,55,55,60,0,0,35,25,75,0
483,Glenmorangie Grand Vintage 1989,9,5,43.0,"ex-Côte Rôtie wine, ex-oloroso sherry, ex-bourbon",15,0,35,15,15,50,50,85,10,10,25,35,90,55
484,Box Quercus II Alba,4,4,50.8,ex-bourbon and virgin American oak,20,10,60,20,50,60,55,45,20,10,35,25,50,20
485,Blood Oath Bourbon Pact No. 4,274,4,49.3,"new, charred American oak, finished in toasted bourbon barrels",5,0,65,35,60,65,70,60,10,5,60,25,40,20
486,Ardbeg Grooves (2018 Committee Release),69,4,51.6,heavily-charred ex-red wine casks,70,40,30,20,80,80,70,50,60,40,50,10,20,0
487,Fukano 12 Year Single Cask,26,4,41.5,"new, charred oak",10,0,35,40,50,65,75,65,5,0,60,10,25,10
488,Balcones Texas Rye Cask Strength,46,4,62.3,,30,0,80,50,30,90,80,70,0,0,80,10,30,0
489,Collingwood Town Collection Double Barrel,34,2,45.0,various white oak barrels,50,0,55,20,30,50,55,60,10,0,50,30,65,45
490,Balvenie Tun 1401 Batch 5,10,5,50.1,ex-bourbon casks & ex-sherry butts,20,0,20,10,10,75,85,30,0,0,25,40,55,0
491,Ichiro's Malt Chichibu The Peated 2015 Cask Strength,5,5,62.5,,60,85,60,10,70,80,65,30,25,60,20,15,25,20
492,Timorous Beastie 40 Year,3,5,54.7,Oak,5,0,35,0,60,65,70,65,0,0,50,30,40,35
493,WhistlePig The Boss Hog IV: The Black Prince,133,5,59.6,"new, charred American oak; finished in Armagnac barrels",20,0,80,40,20,90,70,60,0,10,80,20,20,0
494,Stranahan's Sherry Cask,256,3,47.0,"new, charred American oak; finished in oloroso sherry  ",20,2,25,30,40,60,78,83,3,2,59,30,75,2
495,Springbank 14 Year Bourbon Wood,22,3,55.8,ex-bourbon,20,25,10,10,60,60,70,25,45,10,35,20,60,10
496,Speyburn 15 Year,82,3,46.0,American oak and Spanish oak,10,0,40,20,30,80,90,70,0,0,80,20,70,30
497,Four Roses Limited Edition Small Batch Bourbon (2017),111,4,53.65,"new, charred American oak",20,0,20,10,0,30,40,60,0,0,60,50,90,85
498,Teaninich 17 Year (2017 Special Release),7,5,55.9,refill American oak hogheads and refill American oak barrels,20,0,60,20,40,80,70,60,0,10,60,20,40,10
499,Octomore Masterclass 08.4/170 Virgin Oak,24,5,58.7,"virgin oak, first-fill bourbon, refill European oak",99,95,15,15,65,75,70,60,90,80,45,0,34,5
500,Octomore OBA Concept,9,5,59.7,not disclosed,70,75,70,65,30,50,65,50,60,65,50,20,75,20
501,Glenfarclas 30 Year,29,5,43.0,European oak ex-oloroso sherry cask,0,0,25,0,0,15,25,15,0,0,0,0,20,0
502,Knob Creek 25th Anniversary Single Barrel Reserve,178,4,60.9,"new, charred American oak",20,0,55,15,40,50,45,40,10,0,50,15,10,15
503,Westland Garryana 2017 Edition 21,25,4,50.0,"first-fill bourbon, virgin American oak, virgin Garry oak",40,0,30,0,20,80,70,70,0,10,80,50,60,0
504,Peerless Kentucky Straight Rye (24 Months),363,4,53.8,"new, charred American oak",20,0,90,50,20,90,70,60,0,10,70,30,0,0
505,Dalmore Quintessence,9,5,45.0,"ex-bourbon, finished in California red wine barrels",0,0,50,10,50,70,75,70,10,10,60,70,75,30
506,Jura Tastival 2016,7,4,51.0,"finished in palomino fino, amoroso oloroso and apostoles oloroso sherry casks",10,0,40,20,50,60,75,60,10,10,60,75,65,40
507,Kilchoman 100% Islay (7th Edition),53,4,50.0,first-fill and refill ex-bourbon barrels,45,65,50,20,50,40,50,20,70,25,20,20,20,10
508,Rabbit Hole Straight Bourbon Finished in PX Sherry Casks,283,3,46.5,"new, charred American oak; finished in Pedro Ximenez sherry casks",10,0,40,0,35,60,60,20,0,0,20,0,25,0
509,Wayne Gretzky No. 99 Ice Cask,93,3,41.5,ex Bourbon and ex Icewine Casks,40,0,50,10,20,55,60,60,0,0,40,20,55,40
510,Tyrconnell 16 Year Single Malt,57,4,46.0,ex-bourbon American Oak,20,0,25,25,15,50,50,80,0,0,40,35,80,10
511,Wyoming Whiskey Double Cask,142,3,50.0,"new, charred American oak; finished in Pedro Ximenez sherry casks",20,0,50,30,40,80,80,80,0,0,60,40,60,0
512,Black Bull 40 Year (Duncan Taylor),4,5,47.6,,0,0,50,30,50,60,75,65,2,2,55,75,65,60
513,"Booker's Bourbon Batch 2016-06 ""Noe Hard Times""",86,3,63.9,"new, charred American oak",40,0,80,30,30,60,60,70,0,0,45,40,40,0
514,Ichiro's Malt Chichibu On the Way,25,5,58.5,ex-bourbon American oak and Japanese mizunara oak,20,22,75,48,50,60,45,70,10,5,47,15,80,55
515,Octomore 10 Year Second Edition (2016 Release),88,5,57.3,ex-bourbon and ex-grenache blanc wine casks,85,80,50,60,60,70,85,50,20,0,40,30,60,60
516,St. George Single Malt Lot 16,25,4,43.0,"variety of casks including used bourbon, port, and sherry ",10,0,40,20,30,60,80,60,0,0,80,0,30,20
517,Lagavulin 12 Year (2016 Special Release),94,4,57.7,,70,80,30,40,50,70,50,40,50,60,30,30,40,0
518,Brora 1977 38 Year (2016 Special Release),15,5,48.6,,70,20,60,20,50,50,50,40,0,20,60,30,10,40
519,Kilkerran 12 Year,563,2,46.0,first-fill ex-bourbon and sherry,50,40,35,25,40,45,80,40,10,0,45,10,35,20
520,"Booker's Bourbon Batch 2016-04 ""Bluegill Creek""",103,3,64.0,"new, charred american oak",45,0,80,30,30,60,60,55,0,0,35,40,30,0
521,Danfield's 21 Year,3,2,40.0,,50,0,45,20,10,50,50,55,0,20,45,15,45,45
522,WhistlePig 15 Year Estate Oak Rye,356,5,46.0,"#3 charred new American oak, ex-bourbon, and custom #4 charred Vermont white oak",5,0,60,15,0,65,70,35,10,10,45,0,15,10
523,One Eight Distilling Untitled Whiskey No. 1,5,3,52.5,finished in ex-oloroso sherry,65,0,85,15,70,70,80,75,0,15,45,0,80,20
524,Wemyss Malts Kiln Embers,14,2,46.0,,80,85,70,60,50,50,40,30,10,10,20,10,40,5
525,Canadian Rockies 21 Year,11,3,46.0,ex bourbon,35,0,40,10,10,40,45,50,10,0,60,15,55,60
526,Glen Grant Five Decades,9,4,46.0,,5,0,25,0,10,80,70,70,0,10,60,10,30,15
527,Deerhammer American Single Malt,77,2,45.0,"new, white American oak; sizes ranging from 25-54 gallons",15,0,10,15,5,60,40,50,0,0,25,0,20,15
528,Kavalan Manzanilla Single Cask,2,5,57.8,Manzanilla Sherry Cask ,45,0,50,15,10,55,55,50,10,45,60,15,60,30
529,Kilchoman Sanaig (2016 Edition),544,3,46.0,Ex-Bourbon and Ex-Oloroso Sherry,80,75,55,10,55,60,65,70,50,45,60,0,65,15
530,Glenmorangie Tayne,165,4,43.0,ex-Amontillado sherry,5,0,30,10,10,75,70,70,0,0,30,5,40,10
531,The Glenlivet Single Cask Pullman 20th Century Limited,2,5,57.73,refill 500-liter Spanish oak,10,0,30,0,10,80,80,60,0,0,20,5,40,15
532,Port Charlotte PC5 Evolution,7,5,63.5,ex-bourbon and ex-sherry ,55,70,0,50,40,40,45,30,35,35,20,20,35,20
533,Laphroaig Cairdeas 2016 Madeira Cask,169,3,51.6,ex-bourbon & Madeira wine hogsheads,70,50,20,40,15,80,80,50,25,30,15,10,40,0
534,Glengoyne 25 Year,84,5,48.0,First-Fill Sherry Oak,10,0,25,15,15,80,80,75,0,0,50,10,30,10
535,Teeling Gold Reserve 26 Year Single Malt,2,5,46.0,"ex-bourbon, finished in ex-white Burgundy casks",30,0,50,20,10,60,60,50,0,0,40,20,60,30
536,Ardbeg Dark Cove (2016 Committee Release),88,4,55.0,ex-bourbon and ex-sherry ,50,30,25,10,20,80,85,70,20,0,40,20,60,0
537,Pierde Almas Ancestral Corn Whiskey,6,4,50.0,unaged,10,0,50,30,25,35,40,20,10,0,0,20,35,10
538,anCnoc blas,17,3,54.0,"ex-bourbon, ex-oloroso sherry ",10,0,40,5,20,65,80,70,0,0,30,25,60,15
539,J.P. Wiser's Red Letter Canadian Whisky (2015 Edition),16,4,45.0,ex-bourbon finished in virgin white oak,50,0,75,30,30,60,60,65,10,0,70,30,50,50
540,Midleton Dair Ghaelach Grinsell's Wood,33,5,58.0,"ex-bourbon, finished in new Irish oak ",30,0,20,10,20,80,80,60,0,5,30,5,50,10
541,Straight Edge Bourbon,338,3,42.0,"new, charred American oak and ex-wine French oak",10,0,30,10,30,50,50,60,0,0,30,0,40,10
542,Port Charlotte PC11 Eòrna Na h-Alba,26,5,59.5,,40,75,70,40,35,60,75,60,20,10,40,20,50,10
543,Craigellachie 17 Year,114,5,46.0,Oak,40,10,50,20,20,50,50,45,15,15,50,30,55,20
544,Teeling Hybrid No. 1 Edition,2,2,44.1,,40,70,60,70,60,80,60,40,80,50,50,0,40,0
545,Jack Daniel's Single Barrel Barrel Proof Tennessee Whiskey,1194,3,66.0,"new, charred American oak",20,0,50,0,30,70,80,70,0,0,70,0,0,0
546,Yamazaki Distiller's Reserve,396,3,43.0,Mizunara (Japanese oak) and European Oak,10,0,60,40,55,70,65,80,0,0,80,70,95,75
547,Russell's Reserve 1998,20,5,51.1,"new, charred American oak",20,0,80,0,30,70,60,60,0,0,50,10,10,0
548,Charbay Hop Flavored Whiskey Lot S 211A,9,4,49.5,used French oak,50,0,75,80,30,60,70,20,20,20,10,30,20,70
549,The Exile French Oak Tasmanian Single Malt 15 Year,3,5,62.0,French oak,0,0,40,20,20,70,80,60,0,0,40,30,40,40
550,Bowmore 23 Year Port Cask Matured 1989,23,5,50.8,ex-port,80,60,80,10,60,100,90,80,100,90,20,90,90,0
551,Tiger Snake Sour Mash Whiskey (5th Batch),12,4,43.0,,10,0,30,30,30,50,30,50,20,30,70,30,50,60
552,Compass Box This Is Not a Luxury Whisky,43,5,53.1,,20,10,30,10,5,80,80,50,10,0,60,0,30,20
553,Caol Ila Stitchell Reserve (2013 Special Release),40,4,59.6,"rejuvenated American oak, re-coopered sherry casks",60,0,70,70,30,50,50,60,60,40,50,30,40,60
554,Hellyers Road Slightly Peated Single Malt,16,3,46.2,,60,40,40,50,50,50,30,40,20,40,40,30,50,60
555,Heartwood Convict Resurrection Single Malt,1,5,72.0,American oak ex-port,60,30,70,40,20,60,50,40,30,60,40,50,60,40
556,WhistlePig Old World Cask Finish Rye 12 Year,890,4,43.0,"ex-madeira, ex-sauternes, ex-port",40,0,90,70,50,50,60,70,0,0,50,70,60,70
557,Nikka Whisky From the Barrel,2750,3,51.4,"ex-bourbon barrels and puncheons; ex-sherry butts, refilled, recharred, and remade hogsheads",50,40,60,20,25,60,70,55,30,40,45,45,60,20
558,Bakery Hill Cask Strength Peated Malt,7,5,59.5,ex-bourbon,50,70,20,10,50,30,30,30,20,40,40,40,40,30
559,"Booker's Bourbon Batch 2015-03 ""The Center Cut""",158,3,63.6,"new, charred American oak",20,0,50,10,20,80,75,80,0,0,60,10,40,0
560,Belle Meade Bourbon Sherry Cask Finish,382,4,45.2,"new, charred American oak and finished in European ex-sherry casks",0,0,40,30,20,90,90,80,0,0,70,20,70,20
561,Temperance Trader Barrel Strength Straight Bourbon,11,2,57.5,"new, charred American oak",0,0,60,30,20,40,20,60,0,0,60,10,60,20
562,Ransom Whippersnapper,57,2,42.0,"French oak ex-wine barrels, new and used American whiskey barrels",0,0,20,20,20,40,30,50,0,20,30,0,50,20
563,Longrow CV,36,3,46.0,"ex-rum, ex-sherry, ex-port, ex-bourbon",30,80,30,50,40,60,60,60,30,40,60,30,70,40
564,Springbank Green 12 Year,45,4,46.0,ex-bourbon,30,30,40,20,40,60,60,60,40,40,60,30,80,40
565,MacKinlay's Shackleton: The Journey 2nd Edition,14,5,47.3,,40,60,70,30,40,50,70,40,50,50,70,60,70,80
566,anCnoc 24 Year,64,5,46.0,ex-bourbon/ex-sherry,0,0,30,0,15,80,85,75,0,0,40,0,40,5
567,Redemption Barrel Proof 10 Year Straight Rye,25,5,55.05,new charred oak,15,0,30,40,20,80,80,60,0,10,10,0,10,0
568,Old Potrero Hotaling's Single Malt Rye,27,4,50.0,first fill American oak,10,0,30,35,15,75,75,60,10,0,25,0,15,15
569,Navazos-Palazzi Palo Cortado Cask Malt Whisky (July 2014),11,4,52.5,ex-palo cortado sherry,0,0,25,0,15,80,85,85,0,25,40,15,40,0
570,Ardbeg Alligator,73,5,51.2,"used American oak and new, heavily charred American oak",90,80,50,70,30,10,90,60,20,40,70,0,50,50
571,The Glenrothes 1992 (2nd Edition),11,5,43.0,ex-bourbon/ex-sherry,0,0,20,0,20,85,85,80,0,0,40,10,30,0
572,Hillrock Estate Seasoned Oak Cask Finished Double Cask Rye,68,4,45.0,new charred oak; finished in seasoned oak,0,0,40,5,10,80,80,80,0,0,30,0,15,5
573,Teeling Single Grain Whiskey,619,3,46.0,California red wine barrels,35,0,55,30,30,60,75,85,0,0,55,30,45,30
574,High West A Midwinter Night's Dram,1411,4,49.3,"new, charred American oak, French oak, and ex-port",40,0,75,30,20,60,60,85,0,0,60,40,80,50
575,Aberlour 18 Year Double Cask Matured,512,4,43.0,ex-bourbon and ex-sherry,40,40,74,42,78,82,83,81,63,64,76,36,84,58
576,Compass Box The Lost Blend,70,4,46.0,ex-bourbon,50,40,0,10,0,60,70,60,5,0,20,0,30,0
577,Ardbeg Airigh Nam Beist 1990,39,5,46.0,Oak,70,60,25,10,70,90,100,50,60,55,30,10,60,0
578,Balcones Texas Single Malt,997,4,52.5,ex-bourbon,5,0,20,0,10,75,75,70,0,0,20,0,20,0
579,Ardbeg Auriverdes,132,4,49.9,,30,70,35,10,30,65,65,40,50,30,20,40,70,20
580,George T. Stagg Bourbon (Fall 2014),151,3,69.05,new charred oak,0,0,15,0,10,80,80,80,0,0,20,10,30,5
