,name,total_rating,cost_rank,abv,cask_type,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral
2503,The Busker Single Grain,17,2,44.3,ex-bourbon and ex-Marsala wine casks,5,0,50,40,35,50,60,55,10,5,45,35,35,30
2504,"Booker's Bourbon Batch 2020-02 ""Boston Batch""",161,3,63.25,"new, charred American oak",50,0,70,30,15,40,40,45,0,0,25,45,35,0
2505,Michter's 10 Year Single Barrel Kentucky Straight Rye (2020 Release),40,5,46.4,"new, toasted then charred American oak",5,0,70,15,8,90,90,70,0,0,15,25,30,10
2506,Dark Silkie Irish Whiskey,21,2,46.0,"ex-bourbon casks, sherry casks, virgin oak casks",60,40,30,10,15,80,70,40,10,0,20,10,30,0
2507,Brother's Bond Bourbon,154,2,40.0,"new, charred American oak",20,0,70,40,10,40,60,50,0,0,80,40,10,0
2508,J.J. Corry The Hanson,18,3,46.0,ex-bourbon,0,0,65,10,5,60,60,85,0,0,30,5,15,5
2509,"Barrell Whiskey American Vatted Malt November 20, 2019",25,3,58.75,,10,0,30,70,30,60,60,40,0,0,40,20,80,60
2510,New Riff Backsetter Peated Backset Bourbon,12,2,50.0,"new, charred American oak",50,40,40,30,20,70,60,50,0,0,70,10,20,30
2511,Caol Ila 2009 10 Year (Single Malts of Scotland),1,4,58.3,hogshead,40,40,30,30,15,25,25,30,35,35,35,40,35,0
2512,Spirit Works Four Grain Straight Bourbon,6,2,45.0,"new, charred American oak",10,0,60,50,20,50,30,50,0,0,50,20,70,50
2513,Kooper Family Sweetheart of the Rodeo Straight Bourbon,13,2,45.0,"new, charred American oak (char #3)",0,0,60,30,50,60,55,75,0,0,55,20,45,40
2514,Old Forester Single Barrel Bourbon Barrel Strength,306,3,65.0,"new, charred American oak",70,0,90,60,70,60,50,60,0,0,55,20,35,20
2515,Arran Master of Distilling II The Man with the Golden Glass,14,3,51.0,finished in palo cortado sherry casks,0,0,45,10,35,50,30,30,0,0,10,15,25,20
2516,Templeton Rye Maple Cask Finish,61,2,46.0,finished in ex-Templeton rye whiskey barrels seasoned with maple syrup,0,0,85,55,45,60,70,20,0,0,75,20,55,45
2517,Knob Creek Quarter Oak,132,2,50.0,"new, charred American oak & American oak quarter oak casks",0,0,60,50,70,65,70,80,0,0,90,50,55,75
2518,GlenAllachie 10 Year Port Wood Finish,12,3,48.0,American oak & ruby port pipes ,0,0,40,10,20,30,40,45,0,0,20,35,30,20
2519,Basil Hayden's Caribbean Reserve Rye (Discontinued),401,2,40.0,,20,0,50,10,20,40,80,50,0,10,80,0,20,0
2520,Blaum Bros. Straight Bourbon,54,2,50.0,"new, charred American oak",10,0,80,30,10,80,70,60,0,20,80,0,0,0
2521,Tumblin' Dice 3 Year Straight Bourbon,14,2,50.0,"new, charred American oak",15,0,60,20,40,40,45,50,10,5,50,25,15,15
2522,Balblair 12 Year,62,3,46.0,"American oak ex-bourbon & ""double fired"" American oak",0,0,30,20,35,40,35,30,0,0,35,25,35,10
2523,Old Fourth Distillery Bottled in Bond Straight Bourbon,94,2,50.0,"new, charred American oak",0,0,45,0,35,30,35,45,0,0,45,5,45,0
2524,Barrell Dovetail (122.9 Proof),255,4,61.45,"rum, port & cabernet",5,0,40,0,20,40,20,25,0,10,30,0,20,0
2525,Knob Creek Twice Barreled Rye,184,2,50.0,"New, Charred American Oak & Secondarily Finished In New Charred American Oak Barrels",0,0,40,0,20,40,40,35,0,10,50,5,35,5
2526,Jack Daniel's Tennessee Tasters' Selection Reunion Barrel #1,20,3,45.0,finished in ex-wine barrels,30,0,40,10,15,35,35,45,0,0,55,45,40,0
2527,Noble Oak Double Oak Bourbon,536,2,45.0,"new, charred American oak; finished with sherry oak staves",20,0,70,60,10,60,60,40,0,0,70,70,70,30
2528,FEW American Straight Whiskey,60,2,46.5,,20,0,70,20,10,50,50,40,0,0,80,10,30,0
2529,Sagamore Spirit Cognac Finish Rye,47,3,52.5,finished in ex-cognac barrels,10,0,70,60,30,50,60,50,0,0,70,30,50,20
2530,Proper No. Twelve Irish Whiskey,938,1,40.0,ex-bourbon,10,0,20,15,20,20,30,40,10,5,35,25,40,20
2531,Jim Beam Repeal Batch,260,1,43.0,"new, charred American oak",10,0,25,0,45,30,30,40,0,10,45,20,20,20
2532,Bladnoch 10 Year,53,3,46.7,ex-bourbon,0,0,20,30,25,25,15,15,0,0,25,20,10,35
2533,Peach Street American Single Malt,9,3,46.0,ex-bourbon,40,50,30,30,40,50,60,60,0,10,80,30,10,30
2534,Bunnahabhain Stiùireadair,306,2,46.3,1st and 2nd fill sherry casks,5,0,10,0,20,65,65,70,0,5,50,5,40,0
2535,Michter's US*1 Toasted Barrel Finish Bourbon (2018 Release),145,3,45.7,"new, charred American oak; then finished in toasted barrels",20,0,75,40,30,40,40,30,0,0,30,30,35,0
2536,GlenAllachie 12 Year,286,3,46.0,"Pedro Ximénez sherry, oloroso sherry, and virgin oak casks",0,0,35,20,45,45,40,30,0,0,25,10,30,10
2537,Kurayoshi Pure Malt Whisky,70,3,46.0,ex-bourbon,5,5,25,40,45,30,25,35,15,10,25,25,30,20
2538,District Made Straight Rye,23,2,47.0,"new, charred American oak",0,0,45,0,40,60,35,10,0,15,10,0,30,15
2539,Wyoming Whiskey Steamboat,16,2,45.0,"new, charred American oak",10,0,20,0,20,35,40,30,0,0,55,15,10,15
2540,Tamworth Eau de Musc,4,5,44.0,,30,0,50,80,60,50,40,50,0,0,50,20,20,40
2541,Heaven's Door Straight Rye Whiskey,146,3,46.0,finished in toasted French oak cigar-shaped barrels,20,0,80,50,30,50,80,70,0,0,70,40,70,60
2542,Smokehead High Voltage,60,3,58.0,,40,35,30,20,15,30,25,30,20,20,30,10,15,5
2543,The Glenlivet Code,45,4,48.0,,10,0,20,0,30,45,45,60,0,0,15,40,80,40
2544,Templeton Rye 6 Year,223,2,45.75,"new, charred American oak",0,0,20,0,25,30,40,40,0,0,35,0,40,0
2545,Johnnie Walker Black Label: The Jane Walker Edition,68,2,40.0,,50,50,60,30,50,60,60,60,10,10,60,30,50,10
2546,Redwood Empire American Whiskey,92,2,45.0,"new, charred American oak",10,0,50,30,20,40,60,50,0,0,70,40,70,0
2547,The Dead Rabbit Irish Whiskey,161,2,44.0,seasoned bourbon & virgin American oak,20,0,75,15,20,55,55,25,0,0,15,30,20,0
2548,Deerhammer Port Cask Finish,10,3,50.0,American oak & port wine cask,10,0,40,50,10,50,70,60,0,10,50,50,70,0
2549,Arran The Devil's Punch Bowl Chapter II Angels and Devils,5,5,53.0,sherry hogsheads and bourbon barrels,20,10,30,10,45,50,45,25,5,5,20,25,40,10
2550,Redemption Barrel Proof 9 Year Bourbon (2017 Edition),47,4,54.1,"new, charred American oak   ",30,0,65,20,0,40,55,60,0,0,60,25,30,15
2551,Egan's Vintage Grain Single Grain,20,2,46.0,ex-bourbon,0,0,30,0,15,15,15,50,0,0,50,20,40,10
2552,Kilbeggan Single Grain,126,2,43.0,ex-bourbon and various fortified wine barrels,0,0,30,10,30,35,35,45,0,0,15,35,35,0
2553,Tipperary Watershed Single Malt,29,2,47.0,First-Fill bourbon barrels,20,0,40,20,20,50,50,70,0,0,20,40,75,20
2554,Brothership Irish-American Whiskey 10 Year,16,3,45.0,,10,0,70,50,40,50,60,50,0,0,60,40,20,50
2555,TX Straight Bourbon Whiskey,316,4,47.0,"new, charred American oak",25,0,15,10,65,40,45,65,0,0,70,20,30,15
2556,Kinsey Rye Whiskey,8,2,43.0,new white oak barrels,0,0,90,50,45,35,60,95,15,10,70,0,50,65
2557,Cooper River Rye,0,3,43.0,new charred white oak,55,0,85,25,70,60,65,70,10,15,45,10,15,0
2558,Jim Beam Black Label Extra-Aged,1042,1,43.0,"new, charred American oak",80,0,80,10,20,70,60,60,0,0,60,30,30,20
2559,Knockando 15 Year,32,3,43.0,refill bourbon and sherry casks,0,0,50,0,40,60,60,70,0,0,50,50,70,20
2560,Clyde May's 8 Year Cask Strength Alabama-Style Whiskey,17,4,58.5,charred American oak,20,0,40,50,50,40,40,30,0,0,30,10,30,10
2561,Boldt Clear Whiskey (Batch 001),0,2,45.0,,5,0,25,5,10,20,15,25,0,0,0,0,20,25
2562,Union Horse Reunion Straight Rye,54,3,46.5,"new, charred american oak",15,0,90,0,60,65,70,75,0,0,50,0,35,0
2563,Two James Spirits Johnny Smoking Gun Whiskey,74,2,43.5,,60,0,40,15,0,40,30,15,0,0,10,15,30,15
2564,"10th Mountain ""Colorado Clear"" Mountain Moonshine",3,1,40.0,,15,0,45,15,0,20,35,55,0,0,15,45,30,15
2565,Two James Spirits Catcher's Rye,84,3,49.4,"new, charred American oak",15,0,45,20,5,40,40,30,0,0,45,0,15,20
2566,Tomatin Cask Strength,75,3,57.5, first fill ex-bourbon and ex-oloroso sherry,0,0,20,0,0,20,15,10,0,0,0,0,35,0
2567,Dancing Pines Awry Rye,4,2,44.0,used bourbon barrels,10,0,30,40,0,20,20,60,0,0,50,0,55,60
2568,Tomatin 15 Year American Oak Casks (Travel Retail Exclusive),28,3,46.0,North American oak,0,0,30,10,20,30,25,30,0,0,35,10,30,10
2569,BenRiach 15 Year Sauternes Finish,4,4,46.0,"ex-bourbon cask, ex-sauternes cask",45,5,15,0,65,60,10,80,0,0,75,45,70,65
2570,Bunnahabhain 8 Year The MacPhail's Collection (Gordon & MacPhail),36,2,43.0,Refill Sherry Butts,50,65,15,25,30,35,25,35,5,10,25,15,40,10
2571,New Liberty White Whiskey,1,2,40.0,unaged,10,0,20,15,0,25,50,20,0,0,15,0,25,30
2572,Melky Miller American Whiskey 8 Year,1,2,45.0,"used, charred American oak",15,0,75,15,5,15,20,15,0,0,60,0,20,25
2573,One Eight Distilling Untitled Whiskey No. 7,5,3,57.7,"new, charred American oak; finished in ex-Port and ex-Cognac",10,0,25,0,0,60,50,10,0,50,30,20,40,0
2574,Rebel Yell Small Batch Reserve Bourbon,162,2,45.3,"new, charred American oak",10,0,30,10,10,40,50,35,15,10,40,0,40,0
2575,BenRiach 10 Year,293,2,43.0,Ex-Bourbon and Ex-Sherry,0,0,10,10,20,25,30,30,0,0,25,10,35,15
2576,Spirit Works Straight Rye Whiskey,21,3,45.0,"new, charred American oak",20,0,70,60,40,60,40,40,0,10,40,20,20,10
2577,Donegal Estates Irish Whiskey,21,1,40.0,ex-bourbon,0,0,10,10,5,5,0,20,0,0,35,0,40,10
2578,EDDU Silver Brocéliande,27,3,42.0,Oak from Brocéliande forest,0,0,65,60,40,60,70,50,0,0,65,40,70,75
2579,Leopold Bros. Rocky Mountain Blackberry Whiskey,13,2,40.0,finished in used bourbon,0,0,5,0,0,10,15,70,0,0,25,10,80,5
2580,Glendalough Single Malt 13 Year,68,4,46.0,First-Fill Bourbon,0,0,40,30,60,50,40,40,0,0,30,50,40,30
2581,Hammerhead 1989 23 Year,29,3,40.7,Czech oak,0,0,75,50,60,60,50,70,0,0,70,70,75,30
2582,Vinn Whiskey,6,3,43.0,"new, charred American oak",10,0,30,20,30,35,35,30,0,0,50,10,10,15
2583,Glenmorangie Taghta,13,4,46.0,finished in Manzanilla sherry casks,0,0,65,10,65,10,50,50,20,0,60,30,65,45
2584,Virginia Moon White Whiskey,2,2,45.0,unaged,10,0,30,30,30,30,40,50,0,0,20,10,10,10
2585,Glenkinchie 20 Year Brandy Cask Finish,10,4,58.0,"refill American oak, ex-brandy cask",10,0,15,20,55,60,15,60,0,10,70,70,30,30
2586,Wolfburn Northland,271,3,46.0,"ex-bourbon, ex-sherry",15,0,30,15,0,60,60,50,0,0,30,20,50,30
2587,Whiskey Del Bac Old Pueblo,12,2,45.0,unaged,85,10,35,50,25,40,25,20,0,10,0,0,25,5
2588,Smokehead Extra Black 18 Year,12,4,46.0,,55,45,10,10,35,40,40,30,35,15,40,10,45,5
2589,Old Pulteney Clipper Commemorative,19,3,46.0,ex-bourbon and ex-sherry,25,0,15,0,35,35,35,45,65,60,50,60,40,35
2590,Tatoosh Rye,10,2,43.0,"new, charred American oak",10,0,50,10,20,25,30,30,20,0,30,25,30,10
2591,Tatoosh Whiskey,10,2,40.0,French oak,0,0,30,20,30,30,35,25,10,0,30,10,15,20
2592,Cedar Ridge Wheat Whiskey,38,2,43.0,lightly-charred American oak,10,0,20,50,20,30,30,40,0,0,30,20,30,50
2593,Girvan 1988 27 Year (The Exclusive Malts),7,4,53.4,ex-bourbon ,10,0,15,0,0,70,70,70,0,0,50,0,30,0
2594,Black Velvet Reserve,58,1,40.0,Oak,30,0,55,10,20,45,45,55,0,0,50,10,50,20
2595,Port Chilkoot Bourbon,10,2,45.0,"new, charred american oak",10,0,40,0,20,30,25,30,10,0,25,0,20,0
2596,Crazy Uncle Barrel-Aged Moonshine,4,3,43.0,American white oak,0,0,50,30,0,30,10,60,30,0,50,20,20,0
2597,Mars Iwai,276,2,40.0,ex-bourbon,0,0,70,0,30,40,50,40,20,20,50,0,60,10
2598,Hillrock Estate 20-Hour Peat Smoke Single Malt Whiskey,25,4,43.0,"American oak, ex-Oloroso sherry ",60,70,25,15,10,70,70,30,0,0,20,0,40,10
2599,Glenfiddich 15 Year Distillery Edition,285,3,51.0,"Ex-Bourbon, Ex-Oloroso Sherry",5,0,35,10,20,40,50,60,10,0,60,20,70,20
2600,Jameson Select Reserve Small Batch,98,3,40.0,ex-bourbon,40,10,50,20,30,50,45,50,10,10,40,40,60,40
2601,Old Bardstown Estate Bourbon 101 Proof,302,2,50.5,"new, charred American oak",30,0,50,50,40,60,70,60,20,10,50,30,40,30
2602,Nant Port Wood Single Cask Single Malt,20,4,43.0,ex-port,20,0,60,10,60,50,30,40,20,30,20,40,70,20
2603,Burnside Oregon Oaked Bourbon,57,2,48.0,"new charred oak, finished in new, heavily-charred Oregon oak",0,0,10,20,0,20,30,70,10,10,60,20,80,50
2604,Jameson Caskmates Stout Edition,2550,2,40.0,finished in used whiskey barrels seasoned with stout beer,40,0,50,30,30,80,90,80,0,0,60,20,10,0
2605,Ballantine's Finest,852,1,40.0,,60,30,20,25,25,25,25,40,50,35,55,50,20,20
2606,Woodford Reserve Double Double Oaked Bourbon (Summer 2015),96,4,45.2,"new, charred American oak",50,0,70,30,20,40,20,20,0,0,20,0,10,10
2607,The Glenrothes Sherry Cask Reserve,189,3,40.0,first-fill sherry casks,10,0,70,10,30,70,80,70,0,10,50,20,70,40
2608,Big Spring Spirits Silver Fox Rye Whiskey,5,2,45.0,,0,0,70,70,20,0,10,40,0,0,10,0,10,10
2609,Lost Distillery Stratheden Vintage,5,5,46.0,,40,50,20,10,5,70,65,80,5,0,30,0,60,5
2610,Talisker Port Ruighe,526,3,45.8,American Oak and European Oak refill casks; finished in ruby port casks,40,40,66,35,30,50,40,55,20,20,15,25,35,25
2611,Ardbeg Perpetuum,265,4,47.4,ex-bourbon & ex-Sherry,65,70,50,15,15,35,40,35,35,35,15,25,40,5
2612,Chivas Regal 18 Year Gold Signature,700,3,40.0,,20,0,80,10,20,70,80,70,0,0,70,10,80,0
2613,Michter's US*1 Barrel Strength Rye,264,3,55.1,"new, charred American oak",15,0,65,20,20,75,75,70,0,0,40,0,30,0
2614,Heaven Hill Select Stock Bourbon,35,4,65.1,"new, charred American oak finished in ex-Cognac barrels",0,0,60,20,40,70,70,80,0,0,50,50,100,70
2615,Cutty Sark Storm,11,1,40.0,,40,40,65,50,40,50,50,60,20,20,20,40,10,0
2616,Jim Beam Signature Craft High Rye Bourbon 11 Year,18,4,45.0,"new, charred American oak",30,0,80,70,30,60,60,20,0,0,30,10,60,20
2617,Westland Sherry Wood American Single Malt,320,3,46.0,"ex-oloroso sherry, ex-Pedro Ximenez, ex-bourbon, new heavily charred American oak",15,0,65,10,25,40,40,55,0,0,35,45,65,0
2618,SILO Whiskey,4,2,50.0,ex-bourbon,0,0,40,5,5,60,40,60,0,0,30,5,35,0
2619,Dutchess Private Reserve Straight Bourbon,16,2,45.0,"new, charred American oak",10,0,60,50,20,60,60,70,0,0,60,30,70,70
2620,Talisker Dark Storm,498,3,45.8,heavily charred casks,30,20,70,10,20,55,40,45,5,5,20,35,20,10
2621,Woodford Reserve Master's Collection Sonoma-Cutrer Pinot Noir Finish,91,4,45.2,"new, charred American oak & sonoma-cutrer pinot noir casks",30,0,70,60,50,70,60,80,0,0,50,50,80,40
2622,Low Gap 2 Year Blended Whiskey,7,3,46.0,"new, charred American oak and used Van Winkle bourbon barrels",30,0,5,65,45,50,50,50,0,0,40,50,40,10
2623,Glencadam 12 Year Portwood Finish,5,2,46.0,finished in ex-port casks,20,0,60,20,20,90,90,80,0,0,70,10,70,10
2624,W.H. Harrison Governor's Reserve Bourbon,14,3,56.5,"new, charred American oak",30,0,60,60,0,50,60,90,0,0,70,40,90,30
2625,Tullibardine Sovereign,111,2,43.0,first-fill bourbon,10,0,70,10,10,70,80,70,0,10,80,0,70,60
2626,BenRiach Authenticus 25 Year,22,5,46.0,,35,60,50,30,20,60,70,70,10,20,70,0,70,0
2627,Auchentoshan Springwood,108,2,40.0,ex-bourbon,0,0,20,25,10,30,20,80,0,10,80,70,60,55
2628,King Car Conductor Single Malt,118,4,46.0,ex-bourbon and ex-sherry,15,0,25,0,10,60,60,80,0,0,20,0,25,10
2629,SIA Scotch,59,3,43.0,,10,15,10,5,15,70,70,75,25,10,30,10,40,10
2630,Cedar Ridge Malted Rye,51,2,43.0,new charred oak,10,0,35,0,5,70,70,75,0,20,20,15,40,0
2631,Armorik Classic Single Malt,59,3,46.0,ex-sherry and ex-bourbon casks,30,20,50,70,50,60,60,60,80,70,60,10,70,70
2632,Dry Fly Triticale,82,3,44.0,,0,0,50,0,5,55,55,80,0,0,15,0,15,10
2633,Ranger Creek .36 White Whiskey,1,2,50.0,,0,0,70,50,50,40,40,60,0,10,10,60,70,50
2634,Ranger Creek .44 Texas Rye,40,3,47.0,ex-Bourbon,50,0,60,50,40,40,40,50,0,0,50,30,70,10
2635,Benjamin Prichard's Rye Whiskey,21,2,43.0,"new, charred American oak",20,0,84,64,81,81,78,77,0,0,74,60,78,71
2636,Old Fitzgerald Bottled In Bond Bourbon,84,1,50.0,"new, charred American oak",20,0,68,73,65,74,76,81,0,0,78,60,64,40
2637,Dewar's 18 Year The Vintage,144,3,40.0,,40,41,62,33,73,75,73,62,42,45,72,64,67,44
2638,Black Dirt Bourbon Batch #5,45,2,45.0,"new, charred American oak",10,0,30,0,10,70,60,40,0,0,10,0,5,0
2639,Collingwood Blended Canadian Whisky,194,2,40.0,,20,0,45,40,40,45,45,40,0,0,30,20,30,0
2640,Garrison Brothers Texas Straight Bourbon,369,4,47.0,"new, charred American oak",70,0,70,0,60,60,40,30,30,20,30,30,30,0
2641,Port Charlotte The Peat Project,65,3,46.0,,90,94,94,63,84,88,91,78,83,83,78,73,79,88
2642,Dad's Hat Pennsylvania Rye Whiskey Finished in Vermouth Barrels,64,2,47.0,"new, charred American oak quarter-casks, used sweet vermouth barrels",30,0,60,70,30,50,50,50,0,0,50,50,80,20
2643,Caol Ila Moch,187,3,43.0,,50,50,30,40,50,50,50,70,40,40,20,40,60,0
2644,Kentucky Vintage Small Batch Bourbon,204,2,45.0,"new, charred American oak",40,0,70,40,20,50,60,80,0,0,70,40,50,0
2645,Low Gap Clear Wheat Whiskey,8,2,44.8,,0,0,40,40,30,40,40,60,0,0,30,30,80,30
2646,Legs Diamond Whiskey (Aged),6,2,45.0,,0,0,20,0,0,75,75,80,0,0,5,0,65,15
2647,Most Righteous Bourbon,36,3,42.5,"new, charred American oak",30,0,60,30,40,50,50,70,0,0,60,40,60,10
2648,BenRiach 15 Year Pedro Ximenez Finish,53,4,46.0,"ex-bourbon, ex-Pedro Ximenez sherry",20,0,60,20,30,70,70,80,0,0,40,40,80,20
2649,BenRiach Horizons 12 Year,18,3,50.0,"ex-Bourbon, ex-Oloroso Sherry",20,0,60,40,40,60,60,50,0,0,40,50,60,0
2650,BenRiach Heart of Speyside,53,2,40.0,,20,0,60,20,20,60,60,80,0,20,60,40,80,30
2651,GlenDronach Allardice 18 Year,691,4,46.0,ex-Oloroso Sherry,30,0,70,50,30,60,60,50,0,20,30,20,70,20
2652,Jameson Black Barrel,2050,2,40.0,ex-bourbon & ex-Sherry,40,0,40,20,20,40,40,40,0,0,30,30,70,30
2653,Alberta Premium Canadian Rye Whisky,114,1,40.0,new American oak & ex-bourbon,30,0,70,40,40,50,50,70,0,0,50,50,60,10
2654,Auchentoshan Virgin Oak,39,4,46.0,new American oak,30,0,80,60,40,50,50,50,0,20,70,50,50,30
2655,Wild Turkey Kentucky Straight Bourbon,1093,1,40.5,"new, charred American oak",40,0,60,30,40,50,60,40,20,20,40,50,40,20
2656,Old Grand-Dad Bonded Bourbon,1530,1,50.0,"new, charred American oak",20,0,40,20,40,50,50,60,20,0,50,20,50,30
2657,Kavalan Concertmaster Port Cask Finish Single Malt,363,4,40.0,"American oak, finished in Ruby Port, Tawny Port, and Vintage Port casks",20,0,70,20,30,70,70,80,0,0,60,40,90,40
2658,Bruichladdich The Laddie Ten,274,3,46.0,"ex-bourbon, ex-Pedro Ximenez sherry",20,0,50,60,40,70,70,30,40,40,30,40,30,60
2659,Dewar's White Label,1391,1,40.0,"ex-bourbon, ex-oloroso sherry",20,30,60,60,30,60,60,70,10,10,60,60,60,30
2660,Jack Daniel's Green Label,153,1,40.0,"new, charred American oak",30,0,30,30,40,50,20,60,0,10,60,0,40,20
2661,Jefferson's Reserve Very Old Bourbon,1675,2,45.1,"new, charred American oak",20,0,30,30,20,50,40,30,20,10,0,30,60,30
2662,Rebel Yell Kentucky Straight Bourbon (Discontinued),781,1,40.0,"new, charred American oak",0,0,0,30,20,30,30,50,40,30,40,0,50,30
2663,Michter's US*1 Sour Mash Whiskey,675,2,43.0,"new, charred American oak",20,0,77,81,77,80,82,84,0,0,79,68,85,79
2664,Tullamore D.E.W. Irish Whiskey,2143,1,40.0,"refill, ex-bourbon, ex-sherry",20,0,70,30,30,40,40,60,0,0,50,50,50,10
2665,Angel's Envy Bourbon Finished in Port Wine Barrels,6200,2,43.3,"new, charred American oak; finished in port",10,0,30,20,40,40,40,60,0,0,40,0,60,30
2666,Edradour 10 Year,535,2,43.0,Oak,50,20,40,70,50,50,50,60,10,30,50,60,70,50
2667,Amrut Fusion Indian Single Malt Whisky,560,3,50.0,ex-bourbon,40,50,30,20,40,50,40,60,10,10,40,50,70,30
2668,The Singleton of Glendullan 12 Year,350,2,40.0,Ex-bourbon & Ex-Sherry,20,0,40,30,40,50,50,50,0,0,50,70,60,20
2669,The Singleton of Dufftown 12 Year,763,2,40.0,European and American oak,10,10,45,20,35,45,45,60,0,10,10,30,75,0
2670,Old Pulteney 12 Year,1947,2,40.0,ex-bourbon,15,0,30,35,15,40,40,40,35,35,25,45,55,35
2671,Cragganmore Distillers Edition,110,3,40.0,port wine casks,40,40,40,20,30,60,60,60,10,10,60,40,70,50
2672,Bunnahabhain 12 Year,2120,2,46.3,ex bourbon & ex sherry,40,40,50,20,30,60,40,70,20,40,50,20,60,20
2673,Bulleit Rye,4457,2,45.0,"new, charred American oak",10,0,80,70,10,60,50,40,0,0,60,40,20,10
2674,John L Sullivan The Ten Count 10 Year,12,2,46.0,ex-bourbon & ex-Sherry,20,0,50,40,40,50,50,50,0,0,50,60,70,30
2675,Bushmills Original,1369,2,40.0,American Oak,30,10,50,50,40,50,40,60,10,20,60,30,70,10
2676,Crown Royal XR,247,4,40.0,,20,0,70,20,30,50,50,50,0,0,60,40,70,0
2677,Wild Turkey Kentucky Spirit Single Barrel Bourbon,895,2,50.5,"new, charred American oak",40,0,50,30,25,45,45,50,0,0,45,35,45,15
2678,Knob Creek Small Batch Bourbon (NAS),4785,2,50.0,"new, charred American oak",30,10,70,20,40,100,40,30,10,40,20,50,40,10
2679,Johnnie Walker Black Label,5436,2,40.0,,50,50,60,30,50,60,60,60,10,10,60,30,50,10
2680,J&B Rare Blended Scotch,440,2,40.0,,0,20,60,40,40,50,50,60,0,30,40,70,80,40
2681,Basil Hayden Red Wine Cask Finish,58,3,40.0,"new, charred American oak and California red wine casks",25,0,35,0,15,65,50,60,0,0,45,50,45,0
2682,Knob Creek 18 Year 30th Anniversary,49,5,50.0,"new, charred American oak",65,0,65,15,5,45,45,40,0,0,70,45,30,0
2683,Hidden Barn Small Batch Bourbon Series One (Batch #1),6,3,53.0,"new, charred American oak",20,0,55,20,15,55,55,25,0,0,35,35,40,0
2684,Bushmills Prohibition Recipe Whiskey,28,2,46.0,ex-bourbon,25,0,35,15,45,60,60,40,0,0,15,40,15,0
2685,Keeper's Heart Irish + Bourbon,14,2,46.0,,20,0,55,45,30,50,50,20,0,0,20,30,0,0
2686,Old Elk Master's Blend Series Four Grain Straight Bourbon,5,4,52.95,,30,0,70,20,10,50,50,40,0,0,60,35,10,0
2687,Ardbeg Ardcore,35,4,46.0,,50,75,55,45,40,55,55,20,35,35,15,25,15,0
2688,Broken Barrel Small Batch,12,2,47.5,"new, charred American oak; finished with ex-bourbon, new French oak, and sherry cask staves",0,0,60,40,50,70,80,50,0,20,70,50,70,20
2689,Rod & Hammer's SLO Stills Straight Rye,2,2,45.0,"new, charred American oak",20,0,70,60,10,40,50,30,0,0,70,30,20,0
2690,Johnnie Walker High Rye,47,2,45.0,,20,20,45,35,45,40,40,35,10,10,20,40,30,0
2691,Old Parr 18 Year,10,3,40.0,,10,5,30,15,20,40,40,50,0,0,55,45,40,0
2692,Happenstance Founder's Edition Straight Bourbon,5,3,45.0,"new, charred American oak",5,0,25,0,5,75,70,60,0,0,25,20,40,0
2693,Middle West Spirits Straight Wheat Whiskey,7,2,46.0,American White Oak,5,0,75,10,3,50,50,60,0,0,10,5,30,10
2694,Glencadam Reserva Andalucia,12,2,46.0,First-fill oloroso cask finish,0,0,30,20,35,25,20,35,10,0,20,20,37,10
2695,Mackmyra Jaktlycka,13,3,46.1,Swedish berry wine casks,0,0,20,35,25,30,35,40,0,0,35,10,30,15
2696,GlenDronach Kingsman Edition 1989,6,5,50.1,"oloroso sherry casks, finished in Pedro Ximenez sherry casks",25,0,60,20,15,40,40,45,0,0,0,30,55,0
2697,Two Stacks The First Cut Irish Whiskey,19,2,43.0,"virgin oak casks, ex-bourbon casks, ex-oloroso sherry butts",0,0,40,20,50,60,50,50,0,20,80,30,70,20
2698,Basil Hayden's 10 Year Rye (Discontinued),116,3,40.0,"new, charred American oak",0,0,50,30,0,40,40,50,0,0,25,10,40,5
2699,Pinhook Bohemian Bourbon High Proof,75,2,57.25,"new, charred American oak",10,0,55,25,40,50,55,50,10,5,55,30,20,20
2700,Balcones Texas Bock,34,2,50.0,first-fill American oak,15,0,65,25,70,60,65,55,20,10,55,35,20,10
2701,Drumshanbo Single Pot Still,47,3,43.0,ex-Kentucky bourbon barrels and oloroso sherry casks,0,0,30,25,30,25,20,40,0,0,40,20,25,10
2702,New Riff Backsetter Peated Backset Rye,8,2,50.0,"new, charred American oak",30,40,80,50,10,40,40,50,0,0,50,40,20,10
2703,Muckety-Muck Single Grain 24 Year,24,5,45.0,,20,0,45,25,15,40,40,60,0,0,25,35,45,0
2704,Chicken Cock Kentucky Straight Rye,47,3,45.0,"new, charred American oak",10,0,55,35,45,60,55,55,15,5,50,20,20,15
2705,Roaming Man Tennessee Straight Rye 8th Edition,16,4,61.5,"new, charred American oak",20,0,70,40,10,70,40,40,0,0,70,20,20,0
2706,Redemption Rye Rum Cask Finish (Batch 2),57,2,47.0,finished in ex-rum casks,10,0,70,60,0,50,50,30,0,0,40,60,10,0
2707,M&H Classic Single Malt,89,3,46.0,Ex-Bourbon and Red Wine STR,0,0,35,10,25,35,25,25,0,0,35,15,30,30
2708,Paul John Nirvana Single Malt,67,2,40.0,American oak,0,0,25,20,35,30,25,30,5,0,35,25,20,10
