,whisky_id,link,image,name,avr_rating,category,location,total_rating,price_tier,abv,cask_type,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
58,59,/spirits/catoctin-creek-rabble-rouser-rye-whiskey,"https://ip-distiller.imgix.net/images/spirits/295b4be0-0eae-0136-3c85-3afdeb21867e/catocin_creek_rabble_rouser_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Catoctin Creek Rabble Rouser Bottled in Bond Rye,7.94,Rye,"Virginia, USA",32.0,4,50.0,"new, charred American oak",0,0,70,50,30,80,90,70,20,80,20,10,0
59,60,/spirits/bruichladdich-1984-32-bourbon-all-in,"https://ip-distiller.imgix.net/images/spirits/259b42d0-faf7-0135-c523-7aeaa209b160/bruichladdich_1984_32_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bruichladdich 1984/32 Bourbon: All In,9.21,Single Malt,"Islay, Scotland",14.0,5,43.7,ex-bourbon barrels & hogsheads,0,0,40,30,50,90,80,70,10,80,20,70,20
60,61,/spirits/lock-stock-barrel-straight-rye-whiskey-18-year,"https://ip-distiller.imgix.net/images/spirits/297c9e80-972b-0135-0cb8-76d730c11d60/lock_stock_18_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Lock Stock & Barrel Straight Rye Whiskey 18 Year,9.02,Rye,Canada,87.0,5,54.5,"new, charred American oak   ",25,0,45,15,50,75,70,50,5,55,20,20,10
61,62,/spirits/canadian-club-40-year,"https://ip-distiller.imgix.net/images/spirits/7e40dab0-904e-0135-6835-02630d562af3/canadian_club_40_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Canadian Club 40 Year,8.23,Canadian,"Ontario, Canada",39.0,5,45.0,used American white oak,50,0,50,20,40,60,65,50,0,40,20,65,30
62,63,/spirits/j-p-wiser-s-35-year,"https://ip-distiller.imgix.net/images/spirits/822de1b0-856f-0135-4cc0-32b1d61bd46a/jp_wisers_35_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",J.P. Wiser's 35 Year,8.4,Canadian,"Ontario, Canada",55.0,5,50.0,ex-bourbon and virgin oak,50,0,55,0,40,60,65,50,0,45,10,55,50
63,64,/spirits/yamazaki-18-year-mizunara-cask-2017-edition,"https://ip-distiller.imgix.net/images/spirits/f054d330-79ff-0135-72f6-0ef26391ba47/yamazaki_18_year_2017_edition_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Yamazaki 18 Year Mizunara Cask (2017 Edition),9.0,Single Malt,Japan,31.0,5,48.0,Japanese Mizunara oak,15,0,70,15,15,65,60,45,0,15,35,75,30
64,65,/spirits/glenmorangie-grand-vintage-1990,"https://ip-distiller.imgix.net/images/spirits/e29526e0-0b1b-0135-2bf3-6a0efca2456c/glenmorangie_1990_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenmorangie Grand Vintage 1990,9.76,Single Malt,"Highlands, Scotland",17.0,5,43.0,ex-bourbon and ex-sherry,10,0,30,50,80,75,80,75,10,50,60,75,60
65,66,/spirits/bowmore-50-year-1961,"https://ip-distiller.imgix.net/images/spirits/aad9efc0-f17f-0134-7c1f-721577701edc/bowmore_1961_50_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bowmore 50 Year 1961,10.0,Peated Single Malt,"Islay, Scotland",2.0,5,40.7,ex-bourbon hogshead,40,10,20,0,20,70,40,50,40,30,40,70,70
66,67,/spirits/j-p-wiser-s-union-52,"https://ip-distiller.imgix.net/images/spirits/5aacdc80-a530-0134-9fc2-369bd743222c/jp_wisers_union_52_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",J.P. Wiser's Union 52,9.14,Blended Malt,"Ontario, Multiple Countries",21.0,3,45.0,,50,35,40,20,0,60,65,45,0,40,15,50,15
67,68,/spirits/four-roses-limited-edition-small-batch-bourbon-2016,"https://ip-distiller.imgix.net/images/spirits/3a7009a0-5ab0-0134-8c86-3eb6f9b9b5fb/four_roses_limited_edition_small_batch_bourbon_2016_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Four Roses Limited Edition Small Batch Bourbon (2016),8.65,Bourbon,"Kentucky, USA",181.0,4,55.6,"new, charred American oak",20,0,40,10,30,80,80,80,0,70,40,50,10
68,69,/spirits/william-larue-weller-bourbon-fall-2016,"https://ip-distiller.imgix.net/images/spirits/0b86e090-5749-0134-1c4e-4e8213b82b8e/william_larue_weller_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",William Larue Weller Bourbon (Fall 2016),9.38,Bourbon,"Kentucky, USA",140.0,4,67.7,"new, charred American oak",40,0,20,10,20,80,70,70,0,70,20,20,10
69,70,/spirits/yamazaki-25-year,"https://ip-distiller.imgix.net/images/spirits/a2646ec0-bbcf-0133-a403-16a648e409b7/yamazaki_25_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Yamazaki 25 Year (Discontinued),9.55,Single Malt,Japan,67.0,5,43.0,Sherry casks,20,20,70,15,50,75,65,70,20,30,15,85,25
70,71,/spirits/octomore-7-3-169-islay-barley,"https://ip-distiller.imgix.net/images/spirits/e8fec490-8819-0133-813e-2234b4929309/octomore_7_3_169_islay_barley_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Octomore 07.3/169 Islay Barley,9.09,Peated Single Malt,"Islay, Scotland",114.0,5,63.0,ex-bourbon & Spanish Ribera del Duero wine barrels,70,100,20,40,20,80,60,50,60,30,20,30,20
71,72,/spirits/the-macallan-reflexion,"https://ip-distiller.imgix.net/images/spirits/21fc7f80-7b2b-0133-2ae7-568bbbd2de48/macallan_reflexion_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Macallan Reflexion,9.15,Single Malt,"Highlands, Scotland",47.0,5,43.0,First-fill Spanish and American oak sherry hogshead,30,0,45,0,10,80,80,65,0,50,20,65,20
72,73,/spirits/four-roses-limited-edition-small-batch-bourbon-2015,"https://ip-distiller.imgix.net/images/spirits/e8b645c0-6c9b-0133-3990-4627d8451793/four_roses_limited_edition_small_batch_barrel_strength_2015_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Four Roses Limited Edition Small Batch Bourbon (2015),8.83,Bourbon,"Kentucky, USA",215.0,5,54.3,"new, charred American oak",10,0,50,0,40,80,80,70,0,70,10,40,20
73,74,/spirits/jack-daniel-s-sinatra-century,"https://ip-distiller.imgix.net/images/spirits/9ccf1940-4aa5-0133-3bbb-5281fb1f3971/jack_daniels_sinatra_century_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Jack Daniel's Sinatra Century,8.61,Tennessee,"Tennessee, USA",137.0,5,50.0,"new, charred American oak",80,0,50,0,40,70,70,50,0,60,0,20,10
74,75,/spirits/eagle-rare-17-year-bourbon-fall-2015,"https://ip-distiller.imgix.net/images/spirits/c2279310-43a7-0133-4f6d-6e49329533a6/eagle_rare_17_year_bourbon_2015_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Eagle Rare 17 Year Bourbon (Fall 2015),8.73,Bourbon,"Kentucky, USA",96.0,3,45.0,"new, charred American oak",20,0,50,10,10,80,60,70,0,70,10,30,10
75,76,/spirits/the-glenrothes-extraordinary-single-cask-1969-11485,"https://ip-distiller.imgix.net/images/spirits/212e2e50-3c89-0133-de8c-5ec6380aacf3/the_glenrothes_extraordinary_single_cask_1969_11485_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",The Glenrothes Extraordinary Single Cask 1969 #11485,9.2,Single Malt,"Speyside, Scotland",5.0,5,42.9,ex-sherry ,0,0,10,0,10,70,75,80,0,40,10,60,20
76,77,/spirits/the-balvenie-tun-1509-batch-2,"https://ip-distiller.imgix.net/images/spirits/7b433fe0-33b1-0133-f004-1295fa9de319/the_balvenie_single_malt_scotch_whisky_tun_1509_batch_2_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Balvenie Tun 1509 Batch 2,8.66,Single Malt,"Speyside, Scotland",35.0,5,50.3,European ex-sherry and American oak,0,0,40,20,20,60,70,60,0,50,0,40,30
77,78,/spirits/overeem-bourbon-cask-matured-single-malt-cask-strength,"https://ip-distiller.imgix.net/images/spirits/f7c58280-2d19-0133-97a9-52de299ae8f8/overeem_bourbon_cask_matured_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Overeem Bourbon Cask Matured Single Malt Cask Strength,8.5,Single Malt,"Tasmania, Australia",4.0,5,60.0,ex-bourbon,30,0,40,20,40,30,20,50,20,70,10,50,40
78,79,/spirits/nikka-yoichi-20-year,"https://ip-distiller.imgix.net/images/spirits/f65f64a4-3a2c-45aa-9db2-7de7ea2a1a07/nikka_yoichi_20_year_single_malt_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Nikka Yoichi 20 Year,9.06,Single Malt,Japan,32.0,5,52.0,,80,90,30,20,40,70,75,65,37,30,20,45,35
79,80,/spirits/laphroaig-15-year-200th-anniversary,"https://ip-distiller.imgix.net/images/spirits/323366b0-0199-0133-533e-42d56fdd885c/laphroiag-15-year-200th-anniversary-single-malt-scotch-whisky_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Laphroaig 15 Year 200th Anniversary,8.68,Peated Single Malt,"Islay , Scotland",293.0,3,43.0,ex-bourbon,60,70,15,25,25,80,80,70,20,40,15,50,20
80,81,/spirits/dalmore-constellation-1979-cask-1093-33-year,"https://ip-distiller.imgix.net/images/spirits/29a1a160-d898-0132-75be-0a1a924f1e2e/dalmore-constellation-1979-cask-1093-33-year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Dalmore Constellation 1979 Cask 1093 33 Year,8.62,Single Malt,"Highlands, Scotland",8.0,5,58.9,European ex-sherry butt,30,0,60,10,0,70,90,70,0,40,20,70,20
81,82,/spirits/balblair-1990-2nd-release,"https://ip-distiller.imgix.net/images/spirits/bc5ba100-9ddc-0132-9177-7ad5dbf985ab/balblair-1990-2nd-release_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Balblair 1990 2nd Release,9.02,Single Malt,"Highlands, Scotland",120.0,4,46.0,ex-bourbon/ex-sherry,15,0,20,0,15,80,85,80,5,30,25,40,0
82,83,/spirits/woodford-reserve-master-s-collection-four-wood-bourbon,"https://ip-distiller.imgix.net/images/spirits/f7301a40-78eb-0132-1559-1ae818c38e7e/woodford_reserve_masters_collection_four_wood_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Woodford Reserve Master's Collection Four Wood Bourbon,8.46,Bourbon,"Kentucky, USA",124.0,4,47.2,"new, charred American oak, maplewood, ex-sherry, ex-port",60,0,70,40,0,90,80,80,0,80,0,80,40
83,84,/spirits/benromach-1976,"https://ip-distiller.imgix.net/images/spirits/4d353e30-6c49-0132-0f4c-2ebf1ce73363/benromach-1976_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Benromach Vintage 1976,8.4,Single Malt,"Speyside, Scotland",5.0,5,46.0,1st fill and refill ex-sherry,20,0,50,10,50,70,70,75,30,50,50,90,50
84,85,/spirits/laphroaig-30-year,"https://ip-distiller.imgix.net/images/spirits/f52c1fd0-2d6a-0132-634c-12b33a297f80/laphroaig_30_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Laphroaig 30 Year,9.08,Peated Single Malt,"Islay, Scotland",59.0,5,53.5,first-fill ex-bourbon & refill casks,70,60,30,10,50,90,50,40,10,60,20,50,10
85,86,/spirits/eagle-rare-17-year-old-bourbon-fall-2014,"https://ip-distiller.imgix.net/images/spirits/91b3d6a0-1a9a-0132-975c-1a5d32c7a74d/eagle-rare-17-2014_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Eagle Rare 17 Year Bourbon (Fall 2014),8.64,Bourbon,"Kentucky, USA",190.0,3,45.0,new charred oak,10,0,25,0,10,75,70,65,5,15,0,15,0
86,87,/spirits/yellow-spot-single-pot-still-irish-whiskey,"https://ip-distiller.imgix.net/images/spirits/d8e7aeb0-e792-0131-facb-1ebf09ff7c4c/yellow_spot_irish_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Yellow Spot 12 Year Single Pot Still,8.47,Single Pot Still,Ireland,1296.0,4,46.0,"ex bourbon, ex sherry, ex Malaga wine",20,0,50,20,30,70,70,80,0,40,30,90,40
87,88,/spirits/booker-s-25th-anniversary-bourbon,"https://ip-distiller.imgix.net/images/spirits/c0b8a3d0-8d04-0131-6137-7a63f9ca7ad9/bookers-25th-anniversary_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Booker's 25th Anniversary Bourbon,8.89,Bourbon,"Kentucky, USA",153.0,4,65.4,Charred American White Oak,75,0,60,20,70,60,85,45,10,40,10,40,20
88,89,/spirits/redbreast-21-year,"https://ip-distiller.imgix.net/images/spirits/e295c1f0-84cd-0131-f40f-4e7f39893b68/redbreast_21_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Redbreast 21 Year,8.98,Single Pot Still,Ireland,539.0,5,46.0,ex-bourbon and 1st fill sherry casks,20,0,60,30,40,70,80,60,10,50,50,70,30
89,90,/spirits/william-larue-weller-bourbon-fall-2013,"https://ip-distiller.imgix.net/images/spirits/43daabe0-5ab6-0131-d21e-627f10de8c53/William-LaRue-Weller-Barrel-Proof_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",William Larue Weller Bourbon (Fall 2013),9.14,Bourbon,"Kentucky, USA",141.0,4,68.1,New American Oak,30,0,40,50,60,80,70,60,0,30,20,70,50
90,91,/spirits/highland-park-40,"https://ip-distiller.imgix.net/images/spirits/ddbab120-595a-0131-f816-4ee0f0391393/highland_park_40_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Highland Park 40 Year,8.89,Peated Single Malt,"Islands, Scotland",19.0,5,48.3,refill ex-sherry casks,40,40,60,30,20,70,70,60,40,40,20,50,40
91,92,/spirits/nikka-single-malt-yoichi-15-year,"https://ip-distiller.imgix.net/images/spirits/e2e4b800-5362-0131-9425-662db9e4342c/nikka_yoichi_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Nikka Yoichi 15 Year,8.68,Peated Single Malt,Japan,303.0,4,46.0,"ex-bourbon, ex-Oloroso sherry",50,50,60,30,30,80,90,70,20,50,30,70,30
92,93,/spirits/talisker-10,"https://ip-distiller.imgix.net/images/spirits/1d2494d0-3480-0131-7f59-2e9deeee46d6/talisker_10_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Talisker 10 Year,8.02,Peated Single Malt,"Islands, Scotland",6745.0,3,45.8,ex-bourbon,70,70,50,60,50,60,50,40,40,20,30,30,20
93,94,/spirits/glenglassaugh-evolution,"https://ip-distiller.imgix.net/images/spirits/0968ae8e-0b85-44cd-b9d5-d234e076ba24/glenglassaugh_evolution_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenglassaugh Evolution,7.76,Single Malt,"Highlands, Scotland",242.0,3,50.0,Ex-Tennessee,25,15,5,10,0,65,70,60,10,25,5,25,10
94,95,/spirits/laphroaig-10,"https://ip-distiller.imgix.net/images/spirits/331855f9-98f7-4a06-b30b-6ad4ea4d9c60/laphroaig_10_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Laphroaig 10 Year,7.9,Peated Single Malt,"Islay, Scotland",9454.0,3,43.0,Ex-Bourbon,70,90,50,20,60,60,40,60,30,70,40,60,30
95,96,/spirits/lagavulin-distillers-edition,"https://ip-distiller.imgix.net/images/spirits/2a0fd82c-d8b5-47cc-9b9e-14da219109c1/lagavulin_distillers_edition_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Lagavulin Distillers Edition,8.94,Peated Single Malt,"Islay, Scotland",1378.0,4,43.0,finished in a Pedro Ximénez sherry cask,70,70,60,40,20,80,90,70,50,60,30,80,30
96,97,/spirits/bowmore-18,"https://ip-distiller.imgix.net/images/spirits/30a0ab70-1848-447b-ac46-e8eacd5aeb84/bowmore_18_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bowmore 18 Year,8.26,Peated Single Malt,"Islay, Scotland",649.0,4,43.0,ex-Bourbon barrels & ex-Sherry casks,50,30,40,10,20,60,70,70,50,50,30,70,50
97,98,/spirits/evan-williams-single-barrel,"https://ip-distiller.imgix.net/images/spirits/e13c7e60-baa3-4d16-ac0b-f9088e2a38e6/evan_williams_single_barrel_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Evan Williams Single Barrel,7.64,Bourbon,"Kentucky, USA",4419.0,2,43.3,"new, charred American oak",20,10,30,20,40,60,50,50,30,40,20,40,20
98,99,/spirits/parker-s-heritage-10-bourbon-cognac-finish,"https://ip-distiller.imgix.net/images/spirits/7acee1f0-62a5-47d4-b5e8-18fbe9e52ce8/parker%2527s_heritage_cognac_barrel_finished_bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Parker's Heritage Cognac Barrel Finish 10 Year Bourbon,8.41,Bourbon,"Kentucky, USA",17.0,3,50.0,"new, charred american oak / french Limousin ex-cognac",10,0,40,20,90,90,90,70,0,70,20,30,80
99,100,/spirits/glendronach-grandeur-batch-11,"https://ip-distiller.imgix.net/images/spirits/48dcff60-2570-013b-daa9-56343e5fbbd2/glendronach_grandeur_batch_11_original-1664821784.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",GlenDronach Grandeur (Batch 11),9.0,Single Malt,"Highlands, Scotland",1.0,5,48.9,ex-oloroso and PX sherry casks,10,0,45,20,10,50,65,55,0,10,35,70,0
100,101,/spirits/michter-s-10-year-single-barrel-kentucky-straight-rye-2022-release,"https://ip-distiller.imgix.net/images/spirits/156e7220-da07-013a-fd50-52aa4d1ef8e6/michters10_original-1656630370.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Michter's 10 Year Single Barrel Kentucky Straight Rye (2022 Release),8.55,Rye,"Kentucky, USA",22.0,5,46.4,"new, charred American oak",5,0,20,30,15,55,55,60,0,30,10,40,5
101,102,/spirits/bushmills-29-year-the-rare-casks-pedro-ximenez-cask-single-malt,"https://ip-distiller.imgix.net/images/spirits/c563d640-af8b-013a-fd8a-1a0c0776f552/bushmills29_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bushmills 29 Year The Rare Casks Pedro Ximenez Cask Single Malt,8.25,Single Malt,Northern Ireland,4.0,5,53.0,ex-bourbon and first-fill Pedro Ximenez sherry cask,15,0,55,10,30,70,70,40,0,15,30,85,0
102,103,/spirits/old-fitzgerald-bottled-in-bond-17-year-spring-2022,"https://ip-distiller.imgix.net/images/spirits/cf3ad3a0-8143-013a-1f1e-32b438dc0460/17_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Old Fitzgerald Bottled in Bond 17 Year (Spring 2022),9.02,Bourbon,"Kentucky, USA",54.0,5,50.0,"new, charred American oak",5,0,40,0,15,90,80,60,5,30,10,20,0
103,104,/spirits/cascade-moon-13-year-rye,"https://ip-distiller.imgix.net/images/spirits/17859200-3aba-013a-6440-32bb1e285507/cascademoon_original.png?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Cascade Moon 13 Year Rye,8.75,Rye,"Tennessee, USA",4.0,5,50.0,"new, charred American oak",15,0,70,65,5,60,60,60,0,15,25,60,10
104,105,/spirits/nikka-yoichi-single-malt-non-peated,"https://ip-distiller.imgix.net/images/spirits/ecace970-253f-013a-2d0f-720bbc825fe8/yoichisingle_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Nikka Yoichi Non-Peated (2021 Release),8.25,Single Malt,Japan,8.0,5,47.0,,10,0,65,0,30,55,55,60,0,15,35,70,60
105,106,/spirits/the-balvenie-tun-1509-batch-8,"https://ip-distiller.imgix.net/images/spirits/cc1de0e0-0f3b-013a-5272-368df7f05dbb/balvenie1509_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Balvenie Tun 1509 Batch 8,10.0,Single Malt,"Speyside , Scotland",1.0,5,52.2,,15,0,55,20,20,55,55,55,0,40,35,55,0
106,107,/spirits/michter-s-10-year-single-barrel-kentucky-straight-bourbon-2021-release,"https://ip-distiller.imgix.net/images/spirits/97f88050-8f33-0139-6194-56506fbc38c4/michters10new_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Michter's 10 Year Single Barrel Kentucky Straight Bourbon (2021 Release),8.17,Bourbon,"Kentucky, USA",88.0,4,47.2,"new, charred American oak",20,0,30,10,20,85,65,70,5,20,25,40,0
107,108,/spirits/bowmore-timeless-series-27-year,"https://ip-distiller.imgix.net/images/spirits/eb448280-59d2-0139-1412-520594ca60a3/bowmore27_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bowmore Timeless Series 27 Year,9.0,Peated Single Malt,"Islay, Scotland",1.0,5,52.7,"sherry & ex-bourbon casks, then first-fill oloroso sherry butts",70,30,40,10,40,90,80,40,50,30,10,60,20
108,109,/spirits/maker-s-mark-wood-finishing-series-2021-fae-01,"https://ip-distiller.imgix.net/images/spirits/4ff884f0-591d-0139-b448-0602c752563b/makersmarkfae2021_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Maker's Mark Wood Finishing Series 2021 FAE-01,8.21,Bourbon,"Kentucky, USA",345.0,3,55.15,"new, charred American oak; finished with proprietary wooden staves",5,0,20,25,30,60,60,70,0,40,20,60,0
109,110,/spirits/mars-komagatake-single-malt-limited-edition-2020,"https://ip-distiller.imgix.net/images/spirits/b48bcff0-17e3-0139-e9f7-1e7985249479/koma_original-1656445823.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Mars Komagatake Single Malt Limited Edition 2020,7.55,Single Malt,"Nagano, Japan",11.0,5,50.0,ex-bourbon and ex-sherry,10,0,30,10,20,70,60,60,15,30,20,60,5
